Log file open, 12/27/22 14:42:29
[2022.12.27-19.02.37:156][621]LogFileHelpers: InternalPromptForCheckoutAndSave took 87 ms (total: 5.85 sec)
[2022.12.27-19.02.37:168][621]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.02.37:168][621]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.02.37:808][659]LogDebuggerCommands: Repeating last play command: New Editor Window (PIE)
[2022.12.27-19.02.37:814][659]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.27-19.02.37:814][659]PIE: New page: PIE session: main_empty (Dec 27, 2022, 11:02:37 AM)
[2022.12.27-19.02.37:814][659]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_main_empty
[2022.12.27-19.02.37:815][659]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001067s)
[2022.12.27-19.02.37:815][659]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/main_empty.main_empty to /Game/UEDPIE_0_main_empty.main_empty (0.001107s)
[2022.12.27-19.02.37:815][659]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-19.02.37:816][659]LogAIModule: Creating AISystem for world main_empty
[2022.12.27-19.02.37:816][659]LogPlayLevel: PIE: World Init took: (0.000771s)
[2022.12.27-19.02.37:863][659]LogUObjectHash: Compacting FUObjectHashTables data took   1.93ms
[2022.12.27-19.02.37:865][659]LogAudio: Display: Creating Audio Device:                 Id: 12, Scope: Unique, Realtime: True
[2022.12.27-19.02.37:865][659]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-19.02.37:866][659]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-19.02.37:866][659]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-19.02.37:866][659]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-19.02.37:866][659]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-19.02.37:866][659]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-19.02.37:866][659]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-19.02.37:866][659]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-19.02.37:866][659]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-19.02.37:866][659]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-19.02.37:866][659]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-19.02.37:870][659]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-19.02.37:892][659]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-19.02.37:892][659]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-19.02.37:892][659]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-19.02.37:892][659]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-19.02.37:893][659]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=12
[2022.12.27-19.02.37:893][659]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=12
[2022.12.27-19.02.37:895][659]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=12
[2022.12.27-19.02.37:895][659]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=12
[2022.12.27-19.02.37:895][659]LogInit: FAudioDevice initialized.
[2022.12.27-19.02.37:895][659]LogAudio: Display: Audio Device (ID: 12) registered with world 'main_empty'.
[2022.12.27-19.02.37:935][659]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.02.37:935][659]LogLoad: Game class is 'GameModeBase'
[2022.12.27-19.02.37:935][659]LogWorld: Bringing World /Game/UEDPIE_0_main_empty.main_empty up for play (max tick rate 60) at 2022.12.27-15.02.37
[2022.12.27-19.02.37:935][659]LogWorld: Bringing up level for play took: 0.000462
[2022.12.27-19.02.37:940][659]LogOnline: OSS: Created online subsystem instance for: :Context_15
[2022.12.27-19.02.37:940][659]LogGameMode: FindPlayerStart: PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2022.12.27-19.02.37:944][659]PIE: Server logged in
[2022.12.27-19.02.37:945][659]PIE: Play in editor total start time 0.132 seconds.
[2022.12.27-19.02.37:953][659]LogViewport: Scene viewport resized to 1028x592, mode Windowed.
[2022.12.27-19.02.41:308][851]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.02.41:308][851]LogWorld: BeginTearingDown for /Game/UEDPIE_0_main_empty
[2022.12.27-19.02.41:310][851]LogSlate: Window 'EnhancedInputSR Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 6)' being destroyed
[2022.12.27-19.02.41:323][851]LogWorld: UWorld::CleanupWorld for main_empty, bSessionEnded=true, bCleanupResources=true
[2022.12.27-19.02.41:324][851]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.02.41:326][851]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.27-19.02.41:336][851]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.02.41:380][851]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.27-19.02.41:381][851]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=12
[2022.12.27-19.02.41:382][851]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=12
[2022.12.27-19.02.41:389][851]LogUObjectHash: Compacting FUObjectHashTables data took   1.83ms
[2022.12.27-19.02.41:408][852]LogPlayLevel: Display: Destroying online subsystem :Context_15
[2022.12.27-19.02.51:378][425]BlueprintLog: New page: Compile UMG_ConfigInputDynamic
[2022.12.27-19.02.51:433][425]LogUObjectHash: Compacting FUObjectHashTables data took   1.90ms
[2022.12.27-19.02.51:803][442]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.02.51:860][442]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.02.51:870][442]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.02.51:871][442]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamicF437D71C4F131F8D007900AB1C4BE57F.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.02.51:891][442]LogFileHelpers: InternalPromptForCheckoutAndSave took 87 ms (total: 5.93 sec)
[2022.12.27-19.02.51:900][442]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.02.51:900][442]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.03.11:330][557]BlueprintLog: New page: Compile UMG_ConfigInputDynamic
[2022.12.27-19.03.11:401][557]LogUObjectHash: Compacting FUObjectHashTables data took   2.09ms
[2022.12.27-19.03.11:744][572]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.03.11:801][572]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.03.11:811][572]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.03.11:812][572]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamic99CB9E58449BD759C7029791A174D9AF.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.03.11:826][572]LogFileHelpers: InternalPromptForCheckoutAndSave took 82 ms (total: 6.02 sec)
[2022.12.27-19.03.11:835][572]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.03.11:835][572]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.03.12:426][608]LogDebuggerCommands: Repeating last play command: New Editor Window (PIE)
[2022.12.27-19.03.12:432][608]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.27-19.03.12:432][608]PIE: New page: PIE session: main_empty (Dec 27, 2022, 11:03:12 AM)
[2022.12.27-19.03.12:432][608]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_main_empty
[2022.12.27-19.03.12:435][608]LogPlayLevel: PIE: StaticDuplicateObject took: (0.002126s)
[2022.12.27-19.03.12:435][608]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/main_empty.main_empty to /Game/UEDPIE_0_main_empty.main_empty (0.002171s)
[2022.12.27-19.03.12:435][608]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-19.03.12:435][608]LogAIModule: Creating AISystem for world main_empty
[2022.12.27-19.03.12:435][608]LogPlayLevel: PIE: World Init took: (0.000979s)
[2022.12.27-19.03.12:487][608]LogUObjectHash: Compacting FUObjectHashTables data took   2.42ms
[2022.12.27-19.03.12:488][608]LogAudio: Display: Creating Audio Device:                 Id: 13, Scope: Unique, Realtime: True
[2022.12.27-19.03.12:488][608]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-19.03.12:489][608]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-19.03.12:489][608]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-19.03.12:489][608]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-19.03.12:489][608]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-19.03.12:489][608]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-19.03.12:489][608]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-19.03.12:489][608]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-19.03.12:489][608]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-19.03.12:489][608]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-19.03.12:489][608]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-19.03.12:493][608]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-19.03.12:517][608]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-19.03.12:518][608]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-19.03.12:518][608]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-19.03.12:518][608]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-19.03.12:520][608]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=13
[2022.12.27-19.03.12:520][608]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=13
[2022.12.27-19.03.12:522][608]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=13
[2022.12.27-19.03.12:522][608]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=13
[2022.12.27-19.03.12:522][608]LogInit: FAudioDevice initialized.
[2022.12.27-19.03.12:522][608]LogAudio: Display: Audio Device (ID: 13) registered with world 'main_empty'.
[2022.12.27-19.03.12:562][608]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.03.12:562][608]LogLoad: Game class is 'GameModeBase'
[2022.12.27-19.03.12:563][608]LogWorld: Bringing World /Game/UEDPIE_0_main_empty.main_empty up for play (max tick rate 60) at 2022.12.27-15.03.12
[2022.12.27-19.03.12:563][608]LogWorld: Bringing up level for play took: 0.000718
[2022.12.27-19.03.12:566][608]LogOnline: OSS: Created online subsystem instance for: :Context_16
[2022.12.27-19.03.12:566][608]LogGameMode: FindPlayerStart: PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2022.12.27-19.03.12:570][608]PIE: Server logged in
[2022.12.27-19.03.12:572][608]PIE: Play in editor total start time 0.14 seconds.
[2022.12.27-19.03.12:585][608]LogViewport: Scene viewport resized to 1028x592, mode Windowed.
[2022.12.27-19.04.13:561][255]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.04.13:561][255]LogWorld: BeginTearingDown for /Game/UEDPIE_0_main_empty
[2022.12.27-19.04.13:569][255]LogSlate: Window 'EnhancedInputSR Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 6)' being destroyed
[2022.12.27-19.04.13:583][255]LogWorld: UWorld::CleanupWorld for main_empty, bSessionEnded=true, bCleanupResources=true
[2022.12.27-19.04.13:583][255]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.04.13:586][255]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.27-19.04.13:594][255]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.04.13:639][255]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.27-19.04.13:640][255]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=13
[2022.12.27-19.04.13:642][255]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=13
[2022.12.27-19.04.13:650][255]LogUObjectHash: Compacting FUObjectHashTables data took   1.88ms
[2022.12.27-19.04.13:668][256]LogPlayLevel: Display: Destroying online subsystem :Context_16
[2022.12.27-19.04.47:799][151]BlueprintLog: New page: Compile main_empty
[2022.12.27-19.04.47:866][151]LogUObjectHash: Compacting FUObjectHashTables data took   1.89ms
[2022.12.27-19.04.48:535][187]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.04.48:636][187]LogUObjectHash: Compacting FUObjectHashTables data took   0.78ms
[2022.12.27-19.04.48:645][187]LogSavePackage: Moving output files for package: /Game/main_empty
[2022.12.27-19.04.48:646][187]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/main_empty29B7D00D4745BD78E4BCC38E939AE568.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/main_empty.umap'
[2022.12.27-19.04.48:652][187]LogFileHelpers: Saving map 'main_empty' took 0.069
[2022.12.27-19.04.48:664][187]LogFileHelpers: InternalPromptForCheckoutAndSave took 129 ms (total: 6.15 sec)
[2022.12.27-19.04.48:676][187]AssetCheck: New page: Asset Save: main_empty
[2022.12.27-19.04.48:676][187]LogContentValidation: Display: Validating /Script/Engine.World /Game/main_empty.main_empty
[2022.12.27-19.04.49:632][245]LogDebuggerCommands: Repeating last play command: New Editor Window (PIE)
[2022.12.27-19.04.49:637][245]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.27-19.04.49:637][245]PIE: New page: PIE session: main_empty (Dec 27, 2022, 11:04:49 AM)
[2022.12.27-19.04.49:637][245]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_main_empty
[2022.12.27-19.04.49:640][245]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001889s)
[2022.12.27-19.04.49:640][245]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/main_empty.main_empty to /Game/UEDPIE_0_main_empty.main_empty (0.001940s)
[2022.12.27-19.04.49:640][245]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-19.04.49:640][245]LogAIModule: Creating AISystem for world main_empty
[2022.12.27-19.04.49:640][245]LogPlayLevel: PIE: World Init took: (0.001023s)
[2022.12.27-19.04.49:690][245]LogUObjectHash: Compacting FUObjectHashTables data took   2.05ms
[2022.12.27-19.04.49:692][245]LogAudio: Display: Creating Audio Device:                 Id: 14, Scope: Unique, Realtime: True
[2022.12.27-19.04.49:692][245]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-19.04.49:692][245]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-19.04.49:692][245]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-19.04.49:692][245]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-19.04.49:692][245]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-19.04.49:692][245]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-19.04.49:692][245]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-19.04.49:692][245]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-19.04.49:692][245]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-19.04.49:692][245]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-19.04.49:692][245]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-19.04.49:694][245]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-19.04.49:722][245]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-19.04.49:722][245]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-19.04.49:722][245]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-19.04.49:722][245]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-19.04.49:723][245]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=14
[2022.12.27-19.04.49:723][245]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=14
[2022.12.27-19.04.49:727][245]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=14
[2022.12.27-19.04.49:727][245]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=14
[2022.12.27-19.04.49:727][245]LogInit: FAudioDevice initialized.
[2022.12.27-19.04.49:727][245]LogAudio: Display: Audio Device (ID: 14) registered with world 'main_empty'.
[2022.12.27-19.04.49:767][245]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.04.49:767][245]LogLoad: Game class is 'GameModeBase'
[2022.12.27-19.04.49:767][245]LogWorld: Bringing World /Game/UEDPIE_0_main_empty.main_empty up for play (max tick rate 60) at 2022.12.27-15.04.49
[2022.12.27-19.04.49:767][245]LogWorld: Bringing up level for play took: 0.000411
[2022.12.27-19.04.49:769][245]LogOnline: OSS: Created online subsystem instance for: :Context_17
[2022.12.27-19.04.49:770][245]LogGameMode: FindPlayerStart: PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2022.12.27-19.04.49:775][245]LogViewport: Display: Viewport MouseLockMode Changed, LockOnCapture -> DoNotLock
[2022.12.27-19.04.49:775][245]LogViewport: Display: Viewport HideCursorDuringCapture Changed, False -> True
[2022.12.27-19.04.49:775][245]LogViewport: Display: Viewport MouseCaptureMode Changed, CapturePermanently_IncludingInitialMouseDown -> CaptureDuringMouseDown
[2022.12.27-19.04.49:776][245]PIE: Server logged in
[2022.12.27-19.04.49:777][245]PIE: Play in editor total start time 0.139 seconds.
[2022.12.27-19.04.49:785][245]LogViewport: Scene viewport resized to 1028x592, mode Windowed.
[2022.12.27-19.04.51:883][360]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.04.51:883][360]LogWorld: BeginTearingDown for /Game/UEDPIE_0_main_empty
[2022.12.27-19.04.51:890][360]LogSlate: Window 'EnhancedInputSR Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 6)' being destroyed
[2022.12.27-19.04.51:905][360]LogWorld: UWorld::CleanupWorld for main_empty, bSessionEnded=true, bCleanupResources=true
[2022.12.27-19.04.51:905][360]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.04.51:909][360]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.27-19.04.51:918][360]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.04.51:964][360]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.27-19.04.51:964][360]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=14
[2022.12.27-19.04.51:967][360]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=14
[2022.12.27-19.04.51:975][360]LogUObjectHash: Compacting FUObjectHashTables data took   1.97ms
[2022.12.27-19.04.51:998][361]LogPlayLevel: Display: Destroying online subsystem :Context_17
[2022.12.27-19.04.53:642][456]BlueprintLog: New page: Compile main_empty
[2022.12.27-19.04.53:706][456]LogUObjectHash: Compacting FUObjectHashTables data took   2.69ms
[2022.12.27-19.04.54:071][473]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.04.54:173][473]LogUObjectHash: Compacting FUObjectHashTables data took   1.70ms
[2022.12.27-19.04.54:180][473]LogSavePackage: Moving output files for package: /Game/main_empty
[2022.12.27-19.04.54:180][473]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/main_emptyC855DA8C406E61EDC83357857DFA74F2.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/main_empty.umap'
[2022.12.27-19.04.54:192][473]LogFileHelpers: Saving map 'main_empty' took 0.071
[2022.12.27-19.04.54:203][473]LogFileHelpers: InternalPromptForCheckoutAndSave took 131 ms (total: 6.28 sec)
[2022.12.27-19.04.54:213][473]AssetCheck: New page: Asset Save: main_empty
[2022.12.27-19.04.54:213][473]LogContentValidation: Display: Validating /Script/Engine.World /Game/main_empty.main_empty
[2022.12.27-19.04.54:804][509]LogDebuggerCommands: Repeating last play command: New Editor Window (PIE)
[2022.12.27-19.04.54:810][509]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.27-19.04.54:810][509]PIE: New page: PIE session: main_empty (Dec 27, 2022, 11:04:54 AM)
[2022.12.27-19.04.54:810][509]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_main_empty
[2022.12.27-19.04.54:811][509]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001594s)
[2022.12.27-19.04.54:811][509]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/main_empty.main_empty to /Game/UEDPIE_0_main_empty.main_empty (0.001635s)
[2022.12.27-19.04.54:812][509]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-19.04.54:812][509]LogAIModule: Creating AISystem for world main_empty
[2022.12.27-19.04.54:812][509]LogPlayLevel: PIE: World Init took: (0.000802s)
[2022.12.27-19.04.54:865][509]LogUObjectHash: Compacting FUObjectHashTables data took   2.63ms
[2022.12.27-19.04.54:866][509]LogAudio: Display: Creating Audio Device:                 Id: 15, Scope: Unique, Realtime: True
[2022.12.27-19.04.54:867][509]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-19.04.54:867][509]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-19.04.54:867][509]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-19.04.54:867][509]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-19.04.54:867][509]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-19.04.54:867][509]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-19.04.54:867][509]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-19.04.54:867][509]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-19.04.54:867][509]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-19.04.54:867][509]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-19.04.54:867][509]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-19.04.54:870][509]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-19.04.54:896][509]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-19.04.54:896][509]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-19.04.54:896][509]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-19.04.54:896][509]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-19.04.54:897][509]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=15
[2022.12.27-19.04.54:897][509]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=15
[2022.12.27-19.04.54:900][509]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=15
[2022.12.27-19.04.54:900][509]LogInit: FAudioDevice initialized.
[2022.12.27-19.04.54:900][509]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=15
[2022.12.27-19.04.54:900][509]LogAudio: Display: Audio Device (ID: 15) registered with world 'main_empty'.
[2022.12.27-19.04.54:946][509]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.04.54:947][509]LogLoad: Game class is 'GameModeBase'
[2022.12.27-19.04.54:947][509]LogWorld: Bringing World /Game/UEDPIE_0_main_empty.main_empty up for play (max tick rate 60) at 2022.12.27-15.04.54
[2022.12.27-19.04.54:947][509]LogWorld: Bringing up level for play took: 0.000611
[2022.12.27-19.04.54:950][509]LogOnline: OSS: Created online subsystem instance for: :Context_18
[2022.12.27-19.04.54:950][509]LogGameMode: FindPlayerStart: PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2022.12.27-19.04.54:953][509]LogViewport: Display: Viewport MouseLockMode Changed, LockOnCapture -> DoNotLock
[2022.12.27-19.04.54:953][509]LogViewport: Display: Viewport MouseCaptureMode Changed, CapturePermanently_IncludingInitialMouseDown -> CaptureDuringMouseDown
[2022.12.27-19.04.54:954][509]PIE: Server logged in
[2022.12.27-19.04.54:955][509]PIE: Play in editor total start time 0.146 seconds.
[2022.12.27-19.04.54:967][509]LogViewport: Scene viewport resized to 1028x592, mode Windowed.
[2022.12.27-19.04.56:003][562]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.04.56:003][562]LogWorld: BeginTearingDown for /Game/UEDPIE_0_main_empty
[2022.12.27-19.04.56:008][562]LogSlate: Window 'EnhancedInputSR Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 6)' being destroyed
[2022.12.27-19.04.56:021][562]LogWorld: UWorld::CleanupWorld for main_empty, bSessionEnded=true, bCleanupResources=true
[2022.12.27-19.04.56:021][562]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.04.56:024][562]LogPlayLevel: Display: Shutting down PIE online subsystems
